발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2007,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,21,10
2007,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,651,2.7
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,4,0.2
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,4,0.1
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,15,0.4
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,15,0.4
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,26,0.8
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,33,0.8
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,49,1.2
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,89,1.9
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,142,3.4
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,259,5.9
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,337,9.6
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,311,12.5
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,297,14.9
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,389,20.4
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,323,23
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,200,23.1
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,95,19.9
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,51,16.5
2008,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,2639,5.3
2008,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,4,0.3
2008,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2008,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,12,0.7
2008,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,8,0.4
2008,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,14,0.8
2008,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,20,1
2008,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,24,1.2
2008,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,55,2.4
2008,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,101,4.7
2008,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,184,8.3
2008,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,260,14.7
2008,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,248,20.1
2008,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,239,24.8
2008,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,311,35.7
2008,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,254,43.3
2008,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,143,46.5
2008,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,52,35.2
2008,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,24,30.3
2008,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,1954,7.9
2008,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2008,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.2
2008,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,3,0.2
2008,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,7,0.4
2008,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,12,0.8
2008,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,13,0.7
2008,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,25,1.3
2008,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,34,1.5
2008,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,41,2
2008,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,75,3.5
2008,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,77,4.4
2008,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,63,5
2008,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,58,5.6
2008,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,78,7.5
2008,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,69,8.5
2008,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,57,10.2
2008,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,43,13.1
2008,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,27,11.8
2008,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,685,2.8
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,8,0.2
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,18,0.5
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,26,0.8
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,40,1
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,73,1.9
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,82,1.8
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,156,3.6
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,221,5.1
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,321,8.6
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,333,12.9
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,299,14.3
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,356,18.6
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,331,22.4
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,175,18.9
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,108,21.1
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,47,14.1
2009,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,2596,5.2
2009,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2009,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2009,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,6,0.3
2009,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,8,0.4
2009,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,17,1
2009,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,20,1
2009,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,41,2.1
2009,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,59,2.6
2009,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,106,4.8
2009,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,156,7
2009,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,243,12.9
2009,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,267,20.8
2009,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,243,23.9
2009,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,280,31.8
2009,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,267,42.6
2009,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,117,34.9
2009,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,75,47.4
2009,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,21,24.5
2009,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,1928,7.8
2009,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2009,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,0,
2009,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,2,0.1
2009,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,10,0.6
2009,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,9,0.6
2009,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,20,1
2009,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,32,1.7
2009,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,23,1
2009,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,50,2.3
2009,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,65,3
2009,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,78,4.2
2009,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,66,5.1
2009,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,56,5.2
2009,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,76,7.3
2009,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,64,7.5
2009,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,58,9.8
2009,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,33,9.3
2009,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,26,10.5
2009,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,668,2.7
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,3,0.1
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,5,0.2
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,9,0.3
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,16,0.5
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,14,0.4
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,32,0.8
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,61,1.6
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,91,2.1
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,136,3.1
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,269,6.2
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,354,9
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,361,13
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,325,14.9
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,388,20.4
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,370,24.1
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,226,22.6
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,112,20.2
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,63,17.8
2010,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,2835,5.7
2010,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,2,0.2
2010,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.2
2010,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,6,0.3
2010,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,10,0.5
2010,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,6,0.4
2010,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,13,0.7
2010,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,33,1.7
2010,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,50,2.2
2010,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,83,3.7
2010,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,179,8.2
2010,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,259,13
2010,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,274,19.8
2010,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,255,23.8
2010,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,300,34.2
2010,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,277,42.1
2010,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,156,42.1
2010,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,70,41.1
2010,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,35,38.5
2010,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,2011,8.1
2010,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2010,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.2
2010,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,3,0.2
2010,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,6,0.4
2010,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,8,0.5
2010,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,19,1
2010,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,28,1.5
2010,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,41,1.9
2010,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,53,2.4
2010,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,90,4.3
2010,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,95,4.9
2010,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,87,6.2
2010,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,70,6.3
2010,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,88,8.6
2010,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,93,10.6
2010,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,70,11.1
2010,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,42,11
2010,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,28,10.6
2010,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,824,3.3
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.1
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,11,0.3
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,19,0.5
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,23,0.7
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,43,1.2
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,60,1.5
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,106,2.5
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,170,3.8
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,239,5.7
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,357,8.6
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,385,12.7
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,367,16.2
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,393,20.8
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,349,21.9
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,242,22.4
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,127,21.4
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,65,17.3
2011,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,2959,5.9
2011,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2011,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2011,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,8,0.5
2011,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,11,0.6
2011,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,9,0.5
2011,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,20,1.1
2011,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,38,1.9
2011,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,62,2.8
2011,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,105,4.6
2011,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,178,8.3
2011,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,258,12.4
2011,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,315,20.9
2011,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,293,26.4
2011,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,314,35.8
2011,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,270,39.3
2011,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,167,40.8
2011,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,76,41.6
2011,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,35,36.5
2011,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,2160,8.6
2011,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2011,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2011,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,3,0.2
2011,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,8,0.5
2011,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,14,0.9
2011,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,23,1.3
2011,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,22,1.1
2011,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,44,2.1
2011,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,65,2.9
2011,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,61,3
2011,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,99,4.8
2011,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,70,4.6
2011,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,74,6.4
2011,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,79,7.8
2011,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,79,8.7
2011,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,75,11.2
2011,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,51,12.5
2011,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,30,10.7
2011,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,799,3.2
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,0,
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,10,0.3
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,11,0.3
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,31,1
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,38,1.1
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,63,1.6
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,96,2.3
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,169,3.7
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,237,5.7
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,377,8.8
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,422,13
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,411,17.6
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,337,18
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,336,19.9
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,269,23.3
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,142,22.4
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,65,16.1
2012,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,3015,6
2012,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2012,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,0,
2012,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,6,0.4
2012,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,10,0.5
2012,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,14,0.8
2012,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,21,1.2
2012,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,31,1.5
2012,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,65,3.1
2012,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,111,4.8
2012,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,172,8.1
2012,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,284,13.1
2012,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,332,20.5
2012,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,334,29.1
2012,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,272,30.9
2012,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,253,34.3
2012,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,189,42.4
2012,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,78,39.3
2012,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,31,30.4
2012,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,2204,8.8
2012,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2012,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,0,
2012,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.3
2012,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,1,0.1
2012,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,17,1.1
2012,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,17,1
2012,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,32,1.6
2012,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,31,1.5
2012,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,58,2.6
2012,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,65,3.2
2012,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,93,4.4
2012,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,90,5.5
2012,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,77,6.4
2012,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,65,6.5
2012,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,83,8.7
2012,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,80,11.3
2012,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,64,14.7
2012,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,34,11.3
2012,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,811,3.2
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.1
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,8,0.3
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,11,0.3
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,27,0.8
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,39,1.2
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,73,1.8
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,102,2.6
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,150,3.3
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,257,6.1
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,401,9.2
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,440,12.8
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,410,16.9
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,376,19.6
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,366,20.7
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,256,20.9
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,140,20.6
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,73,16.7
2013,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,3132,6.2
2013,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2013,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2013,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,2,0.1
2013,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,4,0.2
2013,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,10,0.6
2013,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,23,1.4
2013,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,38,1.8
2013,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,56,2.8
2013,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,95,4.1
2013,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,180,8.4
2013,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,302,13.8
2013,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,346,20.1
2013,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,331,27.9
2013,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,293,32.3
2013,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,275,35.3
2013,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,171,35.7
2013,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,81,37.3
2013,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,38,34.5
2013,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,2246,8.9
2013,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2013,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.2
2013,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,6,0.4
2013,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,7,0.4
2013,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,17,1.1
2013,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,16,1
2013,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,35,1.8
2013,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,46,2.4
2013,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,55,2.5
2013,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,77,3.7
2013,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,99,4.6
2013,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,94,5.4
2013,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,79,6.4
2013,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,83,8.2
2013,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,91,9.2
2013,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,85,11.4
2013,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,59,12.8
2013,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,35,10.7
2013,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,886,3.5
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.1
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,13,0.5
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,22,0.7
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,26,0.8
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,42,1.3
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,71,1.8
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,95,2.5
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,175,3.9
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,204,4.7
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,396,9.2
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,473,12.9
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,414,16.4
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,398,19.8
2014,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,409,22.9
